timestamp,author,content,channel,messageId
2025-10-29T06:08:00Z,Víctor,Okk then there will be no problem if we update tomorrow morning in about 10 hours. But as I say I believe we have it automated.,community,msg-076
2025-10-29T06:08:00Z,Dav | PandaTeam,Yes,community,msg-077
2025-10-29T06:09:00Z,Yoon,actually, no.,community,msg-078
2025-10-29T06:09:00Z,Dav | PandaTeam,Just to keep in mind to do it,community,msg-079
2025-10-29T06:09:00Z,Víctor,Thankss,community,msg-080
2025-10-29T06:09:00Z,Yoon,"with just change introduced in 2.6, you will be included in kickout list, if your node is not upgraded when voting concludes",community,msg-081
2025-10-29T06:09:00Z,Yoon,"This change was done to improve network stability back then, but unfortunately it backfires this time 🙁",community,msg-082
2025-10-29T06:10:00Z,Víctor,Hmmm ok thanks!,community,msg-083
2025-10-29T06:10:00Z,slime 💦 INTEAR WALLET 💚 JAMBO 💚 SHITZU 💚 BLACKDRAGON 💚 ZOLANEAR 💚 N,So there's 0 seconds to upgrade if you're against it, nice,community,msg-084
2025-10-29T06:10:00Z,Víctor,Yeah...,community,msg-085
2025-10-29T06:10:00Z,Yoon,this is why eng team is trying to inform the validatos asap,community,msg-086
2025-10-29T06:10:00Z,slime 💦 INTEAR WALLET 💚 JAMBO 💚 SHITZU 💚 BLACKDRAGON 💚 ZOLANEAR 💚 N,Doesn't matter tho, we know nf has unlimited near to push this upgrade,community,msg-087
2025-10-29T06:11:00Z,slime 💦 INTEAR WALLET 💚 JAMBO 💚 SHITZU 💚 BLACKDRAGON 💚 ZOLANEAR 💚 N,And other validators might join soon anyway, it's been only day 1 of ""resistance"",community,msg-088
2025-10-29T06:12:00Z,Dav | PandaTeam,,community,msg-089
2025-10-29T06:17:00Z,Yoon,now 89.98% stake has upgraded,community,msg-090
2025-10-29T06:18:00Z,Dav | PandaTeam,"Dear Validators,

 Please upgrade to 2.9.0 if you didn't have already upgraded.",community,msg-091
2025-10-29T06:18:00Z,Blaze💥,validators upgrade now or be kicked! there is a bug.,community,msg-092
2025-10-29T06:18:00Z,Evgeny Kuzyakov | FASTNEAR,And they didn’t have to go into plan B: DDOS validators,community,msg-093
2025-10-29T06:19:00Z,Blaze💥,"a true shadow ceo of near. thank you for all you do and to stand up for what is right.",community,msg-094
2025-10-29T06:20:00Z,Yoon,"It's not a bug, but yes.. It's not ideal for this situation. Please take apology from eng team",community,msg-095
2025-11-04T05:48:00Z,Blaze💥,"Hey NEAR fam – time to revive the '20 vision! Introducing #NEARClassic: 

A soft fork for the community, by the community. Bootstrap with NDC Trust, decreasing inflation, 100% gas burns for deflation, and $SHADE as our throwback token. Warp back to open, permissionless roots.

Check the proposal & vote:
https://gov.near.org/t/near-classic-reviving-the-original-vision-a-for-the-community-by-the-community-initiative-with-a-near-soft-fork/41749 

#SHADENeverFades #WeBuiDL
a proposal open for community discussion about forking near protocol to create a community driven version.",community,msg-096
2025-11-13T22:05:00Z,Mario,"2.9.1-patch is the version? why not 2.9.1?",community,msg-097
2025-11-13T22:09:00Z,Mario,"I'm confused. There's also a 2.10.0 on Docker Hub. Should it not match the tags on Github?",community,msg-098
2025-11-13T22:26:00Z,Lady Qeeyah,"The one you’re to apply is the 2.9.1-patch. 

Ignore 2.10.0 for now, announcement haven’t been made about it.",community,msg-099
2025-11-14T01:47:00Z,Crypt0jan,"Or ""latest"" as it is an alias to the latest stable version (2.9.1)",community,msg-100
